# Polyline=True
0.000000,63.825000,15.166735
0.000000,60.349669,15.065534
0.000000,56.942104,14.938318
0.000000,53.605735,14.784955
0.000000,50.343923,14.605389
0.000000,47.159952,14.399646
0.000000,44.057027,14.167830
0.000000,41.038274,13.910127
0.000000,38.106731,13.626799
0.000000,35.265350,13.318182
0.000000,32.516993,12.984685
0.000000,29.864427,12.626786
0.000000,27.310322,12.245026
0.000000,24.857252,11.840005
0.000000,22.507684,11.412374
0.000000,20.263987,10.962833
0.000000,18.128417,10.492119
0.000000,16.103127,10.001002
0.000000,14.190155,9.490276
0.000000,12.391427,8.960754
0.000000,10.708755,8.413254
0.000000,9.143833,7.848597
0.000000,7.698237,7.267594
0.000000,6.373422,6.671043
0.000000,5.170722,6.059716
0.000000,4.091348,5.434357
0.000000,3.136388,4.795667
0.000000,2.306802,4.144308
0.000000,1.603426,3.480887
0.000000,1.026968,2.805958
0.000000,0.578009,2.120012
0.000000,0.257001,1.423475
0.000000,0.064266,0.716708
0.000000,0.000000,0.000000
0.000000,0.064266,-0.716708
0.000000,0.257001,-1.423475
0.000000,0.578009,-2.120012
0.000000,1.026968,-2.805958
0.000000,1.603426,-3.480887
0.000000,2.306802,-4.144308
0.000000,3.136388,-4.795667
0.000000,4.091348,-5.434357
0.000000,5.170722,-6.059716
0.000000,6.373422,-6.671043
0.000000,7.698237,-7.267594
0.000000,9.143833,-7.848597
0.000000,10.708755,-8.413254
0.000000,12.391427,-8.960754
0.000000,14.190155,-9.490276
0.000000,16.103127,-10.001002
0.000000,18.128417,-10.492119
0.000000,20.263987,-10.962833
0.000000,22.507684,-11.412374
0.000000,24.857252,-11.840005
0.000000,27.310322,-12.245026
0.000000,29.864427,-12.626786
0.000000,32.516993,-12.984685
0.000000,35.265350,-13.318182
0.000000,38.106731,-13.626799
0.000000,41.038274,-13.910127
0.000000,44.057027,-14.167830
0.000000,47.159952,-14.399646
0.000000,50.343923,-14.605389
0.000000,53.605735,-14.784955
0.000000,56.942104,-14.938318
0.000000,60.349669,-15.065534
0.000000,63.825000,-15.166735
0.000000,67.364597,-15.242134
0.000000,70.964897,-15.292018
0.000000,74.622274,-15.316750
0.000000,78.333045,-15.316760
0.000000,82.093474,-15.292547
0.000000,85.899774,-15.244671
0.000000,89.748114,-15.173750
0.000000,93.634618,-15.080457
0.000000,97.555372,-14.965512
0.000000,101.506429,-14.829676
0.000000,105.483810,-14.673752
0.000000,109.483511,-14.498573
0.000000,113.501504,-14.304999
0.000000,117.533743,-14.093915
0.000000,121.576168,-13.866221
0.000000,125.624710,-13.622833
0.000000,129.675290,-13.364673
0.000000,133.723832,-13.092669
0.000000,137.766257,-12.807750
0.000000,141.798496,-12.510844
0.000000,145.816489,-12.202873
0.000000,149.816190,-11.884753
0.000000,153.793571,-11.557390
0.000000,157.744628,-11.221679
0.000000,161.665382,-10.878506
0.000000,165.551886,-10.528741
0.000000,169.400226,-10.173245
0.000000,173.206526,-9.812864
0.000000,176.966955,-9.448431
0.000000,180.677726,-9.080770
0.000000,184.335103,-8.710693
0.000000,187.935403,-8.338999
0.000000,191.475000,-7.966481
0.000000,194.950331,-7.593923
0.000000,198.357896,-7.222103
0.000000,201.694265,-6.851792
0.000000,204.956077,-6.483755
0.000000,208.140048,-6.118757
0.000000,211.242973,-5.757554
0.000000,214.261726,-5.400905
0.000000,217.193269,-5.049562
0.000000,220.034650,-4.704275
0.000000,222.783007,-4.365794
0.000000,225.435573,-4.034861
0.000000,227.989678,-3.712215
0.000000,230.442748,-3.398591
0.000000,232.792316,-3.094713
0.000000,235.036013,-2.801299
0.000000,237.171583,-2.519053
0.000000,239.196873,-2.248665
0.000000,241.109845,-1.990811
0.000000,242.908573,-1.746145
0.000000,244.591245,-1.515299
0.000000,246.156167,-1.298881
0.000000,247.601763,-1.097468
0.000000,248.926578,-0.911608
0.000000,250.129278,-0.741812
0.000000,251.208652,-0.588554
0.000000,252.163612,-0.452266
0.000000,252.993198,-0.333338
0.000000,253.696574,-0.232111
0.000000,254.273032,-0.148881
0.000000,254.721991,-0.083890
0.000000,255.042999,-0.037331
0.000000,255.235734,-0.009340
0.000000,255.300000,0.000000
